seed,turn,seat,lane,cities,production,science,culture,gold,cumulative_production,alive,terminal
260909148,100,5,score,4,66.000000,41.920500,11.637000,0.000000,3511.100000,true,false
260909148,125,0,science,5,121.500000,87.660000,51.792000,51.400000,10233.000000,true,false
260909148,125,1,culture,4,102.200000,85.815000,150.405000,156.543500,7871.900000,true,false
260909148,125,2,religious,4,109.000000,45.704000,39.592000,88.000000,8450.350000,true,false
260909148,125,3,diplomatic,4,105.800000,74.727000,54.239000,2.400000,8319.500000,true,false
260909148,125,4,domination,4,163.700000,72.400000,18.056000,0.000000,9067.100000,true,false
260909148,125,5,score,4,78.000000,47.090000,12.540000,0.000000,5372.600000,true,false
260909148,140,0,science,5,124.600000,103.850000,52.198000,89.000000,12079.100000,true,true
260909148,140,1,culture,4,121.500000,99.970000,181.356000,286.496500,9603.000000,true,true
260909148,140,2,religious,4,112.100000,46.317400,40.212000,0.000000,10014.750000,true,true
260909148,140,3,diplomatic,4,122.100000,75.295000,74.041000,0.125000,10106.600000,true,true
260909148,140,4,domination,4,165.900000,82.779400,19.116000,0.000000,11603.300000,true,true
260909148,140,5,score,4,80.200000,45.370000,12.288000,0.000000,6576.200000,true,true
